datetime_utc,conds,dewptm,fog,hail,heatindexm,hum,precipm,pressurem,rain,snow,tempm,thunder,tornado,vism,wdird,wdire,wgustm,windchillm,wspdm,year,month,day,hour,AQI
20160525-18:00,Haze,20,0,0,,47,,997,0,0,29,0,0,2,,,,,0,2016,05,25,18,153
20160525-21:00,Haze,19,0,0,,49,,997,0,0,29,0,0,2,,,,,0,2016,05,25,21,165
20160526-00:00,Haze,22,0,0,,66,,998,0,0,27,0,0,2,,,,,0,2016,05,26,00,161
20160526-03:00,Haze,22,0,0,,55,,999,0,0,30,0,0,2,,,,,0,2016,05,26,03,154
20160526-06:00,Haze,23,0,0,,34,,999,0,0,37,0,0,2,180,South,,,181.5,2016,05,26,06,157
20160526-09:00,Widespread Dust,23,0,0,,31,,998,0,0,38,0,0,2,290,WNW,,,14.8,2016,05,26,09,158
20160526-12:00,Widespread Dust,20,0,0,,25,,996,0,0,38,0,0,2,270,West,,,14.8,2016,05,26,12,157
20160526-15:00,Haze,23,0,0,,39,,997,0,0,35,0,0,2,,,,,0,2016,05,26,15,178
20160526-18:00,Haze,24,0,0,,50,,999,0,0,33,0,0,2,,,,,0,2016,05,26,18,180
20160526-21:00,Haze,24,0,0,,55,,998,0,0,32,0,0,2,,,,,0,2016,05,26,21,175
20160527-00:00,Haze,21,0,0,,43,,998,0,0,32,0,0,2,270,West,,,5.6,2016,05,27,00,179
20160527-03:00,Widespread Dust,19,0,0,,34,,1000,0,0,34,0,0,2,320,NW,,,11.1,2016,05,27,03,183
20160527-06:00,Haze,14,0,0,,13,,1000,0,0,40,0,0,2,320,NW,,,11.1,2016,05,27,06,231
20160527-09:00,Blowing Sand,16,0,0,,16,,998,0,0,41,0,0,1,270,West,,,27.8,2016,05,27,09,303
20160527-12:00,Widespread Dust,17,0,0,,17,,998,0,0,40,0,0,1,290,WNW,,,14.8,2016,05,27,12,188
20160527-15:00,Haze,18,0,0,,24,,998,0,0,37,0,0,2,290,WNW,,,5.6,2016,05,27,15,198
20160527-18:00,Haze,19,0,0,,31,,998,0,0,34,0,0,2,250,WSW,,,3.7,2016,05,27,18,170
20160527-21:00,Haze,20,0,0,,36,,999,0,0,33,0,0,2,290,WNW,,,5.6,2016,05,27,21,168
20160528-00:00,Haze,20,0,0,,37,,1000,0,0,32,0,0,2,270,West,,,5.6,2016,05,28,00,163
20160528-03:00,Haze,19,0,0,,30,,1001,0,0,35,0,0,2,270,West,,,18.5,2016,05,28,03,163
20160528-06:00,Blowing Sand,22,0,0,,31,,1000,0,0,38,0,0,2,250,WSW,,,18.5,2016,05,28,06,168
20160528-09:00,Haze,20,0,0,,,,998,0,0,,0,0,2,40,NE,,,18.5,2016,05,28,09,182
20160528-12:00,Haze,19,0,0,,19,,995,0,0,41,0,0,2,250,WSW,,,16.7,2016,05,28,12,156
20160528-15:00,Haze,22,0,0,,33,,996,0,0,37,0,0,2,,,,,0,2016,05,28,15,156
20160528-18:00,Haze,20,0,0,,54,,1000,0,0,28,0,0,2,50,NE,,,7.4,2016,05,28,18,158
20160528-21:00,Overcast,20,0,0,,66,,999,0,0,26,0,0,2,140,SE,,,9.3,2016,05,28,21,155
20160529-00:00,Mist,21,0,0,,71,,1000,0,0,25,0,0,2,230,SW,,,11.1,2016,05,29,00,78
20160529-03:00,Haze,21,0,0,,57,,1002,0,0,28,0,0,2,140,SE,,,7.4,2016,05,29,03,64
20160529-06:00,Haze,22,0,0,,47,,1002,0,0,32,0,0,2,140,SE,,,14.8,2016,05,29,06,69
20160529-09:00,Haze,24,0,0,,43,,1001,0,0,35,0,0,2,140,SE,,,14.8,2016,05,29,09,73
20160529-12:00,Haze,25,0,0,,46,,998,0,0,36,0,0,2,110,ESE,,,11.1,2016,05,29,12,88
20160529-15:00,Haze,24,0,0,,56,,1002,0,0,31,0,0,2,250,WSW,,,14.8,2016,05,29,15,87
20160529-18:00,Haze,21,0,0,,58,,1000,0,0,28,0,0,2,90,East,,,11.1,2016,05,29,18,83
20160529-21:00,Mist,22,0,0,,82,,998,0,0,25,0,0,2,140,SE,,,11.1,2016,05,29,21,95
20160530-00:00,Thunderstorms and Rain,23,0,0,,90,,1001,1,0,25,1,0,2,230,SW,,,22.2,2016,05,30,00,89
20160530-03:00,Thunderstorms and Rain,23,0,0,,98,,1006,1,0,23,1,0,2,230,SW,,,3.7,2016,05,30,03,113
20160530-06:00,Haze,24,0,0,,87,,1004,0,0,26,0,0,2,110,ESE,,,7.4,2016,05,30,06,88
20160530-09:00,Haze,22,0,0,,44,,1003,0,0,32,0,0,2,340,NNW,,,9.3,2016,05,30,09,111
20160530-12:00,Rain,20,0,0,,48,,1000,1,0,29,0,0,2,180,South,,,11.1,2016,05,30,12,151
20160530-15:00,Haze,22,0,0,,68,,1003,0,0,27,0,0,2,,,,,0,2016,05,30,15,141
20160530-18:00,Mist,23,0,0,,78,,1003,0,0,26,0,0,2,,,,,0,2016,05,30,18,82
20160530-21:00,Mist,23,0,0,,88,,1001,0,0,25,0,0,2,,,,,0,2016,05,30,21,109
20160531-00:00,Mist,23,0,0,,85,,1003,0,0,25,0,0,2,,,,,0,2016,05,31,00,157
20160531-03:00,Haze,23,0,0,,61,,1003,0,0,29,0,0,2,,,,,0,2016,05,31,03,161
20160531-06:00,Haze,23,0,0,,39,,1003,0,0,36,0,0,2,290,WNW,,,11.1,2016,05,31,06,156
20160531-09:00,Haze,23,0,0,,35,,1002,0,0,37,0,0,2,290,WNW,,,18.5,2016,05,31,09,156
20160531-12:00,Haze,23,0,0,,35,,,0,0,37,0,0,2,340,NNW,,,3.7,2016,05,31,12,100
20160531-15:00,Haze,20,0,0,,42,,1002,0,0,32,0,0,2,250,WSW,,,13,2016,05,31,15,117
20160531-18:00,Haze,21,0,0,,47,,1003,0,0,30,0,0,2,270,West,,,13,2016,05,31,18,157
20160531-21:00,Haze,21,0,0,,52,,992,0,0,29,0,0,2,270,West,,,3.7,2016,05,31,21,108
20160601-00:00,Haze,22,0,0,,67,,1003,0,0,27,0,0,2,,,,,0,2016,06,01,00,84
20160601-03:00,Haze,22,0,0,,51,,1005,0,0,31,0,0,2,,,,,0,2016,06,01,03,150
20160601-06:00,Haze,22,0,0,,32,,1004,0,0,37,0,0,4,290,WNW,,,14.8,2016,06,01,06,122
20160601-09:00,Haze,22,0,0,,29,,1001,0,0,39,0,0,4,270,West,,,18.5,2016,06,01,09,124
20160601-12:00,Haze,24,0,0,,32,,1000,0,0,39,0,0,2,290,WNW,,,11.1,2016,06,01,12,108
20160601-15:00,Haze,25,0,0,,44,,1000,0,0,36,0,0,2,290,WNW,,,7.4,2016,06,01,15,113
20160601-18:00,Haze,23,0,0,,43,,1001,0,0,34,0,0,2,270,West,,,7.4,2016,06,01,18,127
20160601-21:00,Haze,22,0,0,,45,,1000,0,0,33,0,0,2,,,,,0,2016,06,01,21,155
20160602-00:00,Haze,22,0,0,,49,,1001,0,0,31,0,0,2,250,WSW,,,3.7,2016,06,02,00,111
20160602-03:00,Haze,24,0,0,,47,,1003,0,0,34,0,0,2,290,WNW,,,9.3,2016,06,02,03,148
20160602-06:00,Haze,21,0,0,,26,,1003,0,0,40,0,0,2,270,West,,,18.5,2016,06,02,06,106
20160602-09:00,Haze,18,0,0,,16,,1000,0,0,42,0,0,2,270,West,,,18.5,2016,06,02,09,156
20160602-12:00,Haze,16,0,0,,14,,999,0,0,41,0,0,2,290,WNW,,,13,2016,06,02,12,154
20160602-15:00,Haze,22,0,0,,32,,1000,0,0,36,0,0,2,,,,,0,2016,06,02,15,108
20160602-18:00,Haze,23,0,0,,47,,1001,0,0,33,0,0,2,,,,,0,2016,06,02,18,81
20160602-21:00,Haze,23,0,0,,51,,1000,0,0,32,0,0,2,,,,,0,2016,06,02,21,129
20160603-00:00,Haze,23,0,0,,58,,1001,0,0,30,0,0,2,,,,,0,2016,06,03,00,157
20160603-03:00,Haze,23,0,0,,46,,1004,0,0,34,0,0,2,,,,,0,2016,06,03,03,165
20160603-06:00,Widespread Dust,20,0,0,,23,,1003,0,0,40,0,0,2,,,,,0,2016,06,03,06,176
20160603-09:00,Haze,19,0,0,,18,,1001,0,0,42,0,0,2,20,NNE,,,7.4,2016,06,03,09,184
20160603-12:00,Haze,24,0,0,,30,,999,0,0,41,0,0,2,20,NNE,,,5.6,2016,06,03,12,176
20160603-15:00,Haze,26,0,0,,47,,1000,0,0,36,0,0,2,,,,,0,2016,06,03,15,154
20160603-18:00,Haze,27,0,0,,64,,1001,0,0,34,0,0,2,,,,,0,2016,06,03,18,149
20160603-21:00,Haze,25,0,0,,62,,1000,0,0,32,0,0,2,,,,,0,2016,06,03,21,162
20160604-00:00,Haze,24,0,0,,57,,1001,0,0,31,0,0,2,,,,,0,2016,06,04,00,170
20160604-03:00,Haze,24,0,0,,43,,1003,0,0,35,0,0,2,160,SSE,,,3.7,2016,06,04,03,170
20160604-06:00,Haze,22,0,0,,25,,1002,0,0,41,0,0,2,,,,,0,2016,06,04,06,165
20160604-09:00,Haze,22,0,0,,23,,1000,0,0,42,0,0,4,20,NNE,,,11.1,2016,06,04,09,179
20160604-12:00,Haze,25,0,0,,32,,999,0,0,41,0,0,2,50,NE,,,3.7,2016,06,04,12,159
20160604-15:00,Haze,26,0,0,,46,,1000,0,0,37,0,0,2,,,,,0,2016,06,04,15,154
20160604-18:00,Haze,27,0,0,,57,,1002,0,0,35,0,0,2,,,,,0,2016,06,04,18,137
20160604-21:00,Haze,28,0,0,,68,,1001,0,0,33,0,0,2,,,,,0,2016,06,04,21,159
20160605-00:00,Haze,28,0,0,,73,,1001,0,0,32,0,0,2,,,,,0,2016,06,05,00,154
20160605-03:00,Haze,27,0,0,,60,,1004,0,0,33,0,0,2,90,East,,,9.3,2016,06,05,03,156
20160605-06:00,Haze,27,0,0,,43,,1003,0,0,38,0,0,2,140,SE,,,7.4,2016,06,05,06,158
20160605-09:00,Haze,25,0,0,,31,,1001,0,0,42,0,0,2,70,ENE,,,9.3,2016,06,05,09,157
20160605-12:00,Haze,25,0,0,,32,,999,0,0,41,0,0,4,50,NE,,,7.4,2016,06,05,12,153
20160605-15:00,Haze,27,0,0,,47,,1000,0,0,37,0,0,2,70,ENE,,,11.1,2016,06,05,15,149
20160605-18:00,Blowing Sand,24,0,0,,51,,1003,0,0,34,0,0,2,70,ENE,,,24.1,2016,06,05,18,133
20160605-21:00,Haze,24,0,0,,53,,1003,0,0,33,0,0,2,110,ESE,,,7.4,2016,06,05,21,151
20160606-00:00,Haze,24,0,0,,58,,1002,0,0,32,0,0,2,110,ESE,,,11.1,2016,06,06,00,140
20160606-03:00,Haze,25,0,0,,53,,993,0,0,34,0,0,2,90,East,,,5.6,2016,06,06,03,103
20160606-06:00,Haze,26,0,0,,40,,1002,0,0,38,0,0,2,70,ENE,,,9.3,2016,06,06,06,104
20160606-09:00,Haze,25,0,0,,39,,1004,0,0,38,0,0,2,50,NE,,,24.1,2016,06,06,09,96
20160606-12:00,Light Sandstorm,21,0,0,,35,,1003,0,0,34,0,0,2,270,West,,,27.8,2016,06,06,12,105
20160606-15:00,Haze,22,0,0,,42,,1000,0,0,33,0,0,2,50,NE,,,5.6,2016,06,06,15,141
20160606-18:00,Haze,23,0,0,,51,,1002,0,0,32,0,0,2,,,,,7.4,2016,06,06,18,121
20160606-21:00,Haze,23,0,0,,55,,1001,0,0,31,0,0,2,110,ESE,,,5.6,2016,06,06,21,116
20160607-00:00,Haze,24,0,0,,65,,1002,0,0,30,0,0,2,140,SE,,,7.4,2016,06,07,00,145
20160607-03:00,Haze,,0,0,,243,,1003,0,0,32,0,0,2,110,ESE,,,9.3,2016,06,07,03,138
20160607-06:00,Haze,26,0,0,,41,,1003,0,0,38,0,0,2,50,NE,,,14.8,2016,06,07,06,135
20160607-09:00,Blowing Sand,24,0,0,,37,,1002,0,0,37,0,0,2,70,ENE,,,25.9,2016,06,07,09,151
20160607-12:00,Haze,20,0,0,,28,,999,0,0,36,0,0,2,110,ESE,,,14.8,2016,06,07,12,154
20160607-15:00,Haze,22,0,0,,41,,1000,0,0,33,0,0,2,90,East,,,5.6,2016,06,07,15,106
20160607-18:00,Haze,21,0,0,,45,,1001,0,0,32,0,0,2,,,,,0,2016,06,07,18,65
20160607-21:00,Haze,21,0,0,,48,,1000,0,0,31,0,0,2,,,,,0,2016,06,07,21,95
20160608-00:00,Haze,21,0,0,,50,,1000,0,0,30,0,0,2,70,ENE,,,5.6,2016,06,08,00,97
20160608-03:00,Haze,23,0,0,,47,,1001,0,0,33,0,0,2,90,East,,,5.6,2016,06,08,03,99
20160608-06:00,Haze,24,0,0,,35,,1000,0,0,38,0,0,2,90,East,,,9.3,2016,06,08,06,119
20160608-09:00,Haze,26,0,0,,34,,998,0,0,41,0,0,2,70,ENE,,,18.5,2016,06,08,09,140
20160608-12:00,Haze,26,0,0,,39,,995,0,0,39,0,0,2,50,NE,,,11.1,2016,06,08,12,155
20160608-15:00,Haze,25,0,0,,46,,998,0,0,36,0,0,2,160,SSE,,,5.6,2016,06,08,15,151
20160608-18:00,Haze,23,0,0,,44,,998,0,0,34,0,0,2,90,East,,,5.6,2016,06,08,18,152
20160608-21:00,Haze,22,0,0,,44,,998,0,0,33,0,0,2,110,ESE,,,7.4,2016,06,08,21,140
20160609-00:00,Haze,25,0,0,,61,,999,0,0,31,0,0,2,140,SE,,,11.1,2016,06,09,00,132
20160609-03:00,Haze,25,0,0,,56,,1000,0,0,32,0,0,2,140,SE,,,3.7,2016,06,09,03,139
20160609-06:00,Haze,25,0,0,,40,,998,0,0,38,0,0,2,70,ENE,,,11.1,2016,06,09,06,137
20160609-09:00,Haze,25,0,0,,33,,996,0,0,40,0,0,2,110,ESE,,,3.7,2016,06,09,09,140
20160609-12:00,Light Sandstorm,16,0,0,,22,,997,0,0,36,0,0,1,270,West,,,27.8,2016,06,09,12,152
20160609-15:00,Haze,20,0,0,,33,,996,0,0,34,0,0,2,,,,,0,2016,06,09,15,151
20160609-18:00,Haze,21,0,0,,43,,997,0,0,32,0,0,2,160,SSE,,,3.7,2016,06,09,18,138
20160609-21:00,Haze,21,0,0,,49,,997,0,0,30,0,0,2,140,SE,,,11.1,2016,06,09,21,96
20160610-00:00,Haze,21,0,0,,52,,999,0,0,29,0,0,2,110,ESE,,,5.6,2016,06,10,00,122
20160610-03:00,Haze,22,0,0,,45,,1000,0,0,32,0,0,2,110,ESE,,,9.3,2016,06,10,03,126
20160610-06:00,Haze,24,0,0,,35,,998,0,0,38,0,0,2,70,ENE,,,7.4,2016,06,10,06,115
20160610-09:00,Haze,25,0,0,,30,,996,0,0,42,0,0,2,140,SE,,,3.7,2016,06,10,09,125
20160610-12:00,Light Sandstorm,22,0,0,,35,,998,0,0,36,0,0,1,160,SSE,,,37,2016,06,10,12,134
20160610-15:00,Haze,23,0,0,,48,,996,0,0,33,0,0,2,270,West,,,3.7,2016,06,10,15,154
20160610-18:00,Haze,21,0,0,,35,,998,0,0,34,0,0,2,0,North,,,14.8,2016,06,10,18,157
20160610-21:00,Haze,22,0,0,,42,,998,0,0,33,0,0,2,50,NE,,,7.4,2016,06,10,21,148
20160611-00:00,Haze,25,0,0,,89,,998,0,0,26,0,0,2,110,ESE,,,5.6,2016,06,11,00,114
20160611-03:00,Haze,23,0,0,,60,,,0,0,30,0,0,2,270,West,,,9.3,2016,06,11,03,101
20160611-06:00,Haze,22,0,0,,41,,1000,0,0,33,0,0,2,270,West,,,13,2016,06,11,06,97
20160611-09:00,Haze,20,0,0,,27,,998,0,0,38,0,0,4,340,NNW,,,7.4,2016,06,11,09,99
20160611-12:00,Haze,22,0,0,,32,,996,0,0,38,0,0,4,50,NE,,,7.4,2016,06,11,12,103
20160611-15:00,Widespread Dust,21,0,0,,49,,999,0,0,31,0,0,2,270,West,,,27.8,2016,06,11,15,75
20160611-18:00,Haze,21,0,0,,51,,998,0,0,30,0,0,2,,,,,0,2016,06,11,18,90
20160611-21:00,Haze,21,0,0,,50,,998,0,0,29,0,0,2,,,,,0,2016,06,11,21,101
20160612-00:00,Haze,20,0,0,,52,,999,0,0,29,0,0,2,290,WNW,,,5.6,2016,06,12,00,78
20160612-03:00,Haze,21,0,0,,42,,1000,0,0,32,0,0,2,270,West,,,11.1,2016,06,12,03,68
20160612-06:00,Haze,20,0,0,,28,,999,0,0,37,0,0,2,50,NE,,,7.4,2016,06,12,06,74
20160612-09:00,Haze,20,0,0,,24,,998,0,0,39,0,0,2,270,West,,,14.8,2016,06,12,09,114
20160612-12:00,Haze,21,0,0,,27,,996,0,0,39,0,0,2,290,WNW,,,9.3,2016,06,12,12,152
20160612-15:00,Haze,21,0,0,,32,,997,0,0,36,0,0,2,290,WNW,,,3.7,2016,06,12,15,152
20160612-18:00,Haze,20,0,0,,33,,998,0,0,34,0,0,2,320,NW,,,7.4,2016,06,12,18,151
20160612-21:00,Haze,19,0,0,,36,,997,0,0,32,0,0,2,270,West,,,9.3,2016,06,12,21,152
20160613-00:00,Haze,23,0,0,,56,,998,0,0,30,0,0,2,,,,,0,2016,06,13,00,153
20160613-03:00,Haze,23,0,0,,45,,999,0,0,34,0,0,2,290,WNW,,,3.7,2016,06,13,03,151
20160613-06:00,Haze,22,0,0,,31,,998,0,0,39,0,0,2,270,West,,,16.7,2016,06,13,06,152
20160613-09:00,Haze,23,0,0,,29,,996,0,0,40,0,0,2,270,West,,,14.8,2016,06,13,09,153
20160613-12:00,Haze,23,0,0,,28,,994,0,0,40,0,0,2,290,WNW,,,16.7,2016,06,13,12,143
20160613-15:00,Thunderstorms and Rain,21,0,0,,46,,999,1,0,31,1,0,2,230,SW,,,25.9,2016,06,13,15,157
20160613-18:00,Haze,22,0,0,,63,,998,0,0,28,0,0,2,140,SE,,,11.1,2016,06,13,18,162
20160613-21:00,Haze,22,0,0,,65,,998,0,0,28,0,0,2,250,WSW,,,24.1,2016,06,13,21,141
20160614-00:00,Thunderstorms and Rain,22,0,0,,66,,1000,1,0,27,1,0,2,270,West,,,29.6,2016,06,14,00,76
20160614-03:00,Blowing Sand,22,0,0,,52,,999,0,0,30,0,0,2,270,West,,,24.1,2016,06,14,03,68
20160614-06:00,Haze,22,0,0,,46,,999,0,0,32,0,0,2,290,WNW,,,9.3,2016,06,14,06,62
20160614-09:00,Haze,23,0,0,,39,,997,0,0,35,0,0,2,270,West,,,16.7,2016,06,14,09,77
20160614-12:00,Haze,25,0,0,,44,,994,0,0,36,0,0,2,230,SW,,,7.4,2016,06,14,12,94
20160614-15:00,Haze,26,0,0,,54,,995,0,0,34,0,0,2,180,South,,,3.7,2016,06,14,15,134
20160614-18:00,Haze,26,0,0,,61,,996,0,0,33,0,0,2,140,SE,,,3.7,2016,06,14,18,135
20160614-21:00,Haze,26,0,0,,65,,995,0,0,32,0,0,2,110,ESE,,,7.4,2016,06,14,21,153
20160615-00:00,Haze,25,0,0,,68,,995,0,0,31,0,0,2,180,South,,,5.6,2016,06,15,00,155
20160615-03:00,Haze,23,0,0,,41,,996,0,0,34,0,0,2,270,West,,,14.8,2016,06,15,03,158
20160615-06:00,Haze,23,0,0,,39,,997,0,0,36,0,0,2,250,WSW,,,16.7,2016,06,15,06,155
20160615-09:00,Haze,26,0,0,,45,,995,0,0,36,0,0,2,50,NE,,,9.3,2016,06,15,09,149
20160615-12:00,Haze,25,0,0,,42,,993,0,0,37,0,0,2,70,ENE,,,3.7,2016,06,15,12,155
20160615-15:00,Haze,24,0,0,,55,,995,0,0,32,0,0,2,50,NE,,,5.6,2016,06,15,15,161
20160615-18:00,Haze,25,0,0,,61,,996,0,0,32,0,0,2,140,SE,,,13,2016,06,15,18,165
20160615-21:00,Haze,24,0,0,,61,,995,0,0,31,0,0,2,140,SE,,,9.3,2016,06,15,21,155
20160616-00:00,Mist,25,0,0,,68,,998,0,0,30,0,0,2,90,East,,,14.8,2016,06,16,00,152
20160616-03:00,Haze,23,0,0,,60,,1000,0,0,30,0,0,2,90,East,,,9.3,2016,06,16,03,152
20160616-06:00,Haze,23,0,0,,43,,1000,0,0,34,0,0,4,50,NE,,,11.1,2016,06,16,06,147
20160616-09:00,Haze,21,0,0,,31,,998,0,0,36,0,0,4,140,SE,,,9.3,2016,06,16,09,98
20160616-12:00,Haze,24,0,0,,36,,996,0,0,37,0,0,4,110,ESE,,,9.3,2016,06,16,12,81
20160616-15:00,Haze,23,0,0,,45,,998,0,0,34,0,0,4,90,East,,,9.3,2016,06,16,15,72
20160616-18:00,Haze,26,0,0,,64,,999,0,0,31,0,0,2,90,East,,,9.3,2016,06,16,18,82
20160616-21:00,Haze,24,0,0,,66,,998,0,0,30,0,0,2,340,NNW,,,22.2,2016,06,16,21,81
20160617-00:00,Light Rain,24,0,0,,81,,999,1,0,27,0,0,1,90,East,,,5.6,2016,06,17,00,94
20160617-03:00,Haze,24,0,0,,60,,,0,0,31,0,0,4,110,ESE,,,9.3,2016,06,17,03,90
20160617-06:00,Haze,23,0,0,,38,,,0,0,36,0,0,4,180,South,,,7.4,2016,06,17,06,87
20160617-09:00,Haze,25,0,0,,36,,998,0,0,39,0,0,4,50,NE,,,7.4,2016,06,17,09,88
20160617-12:00,Haze,25,0,0,,38,,996,0,0,38,0,0,4,110,ESE,,,7.4,2016,06,17,12,94
20160617-15:00,Haze,22,0,0,,44,,998,0,0,32,0,0,2,,,,,0,2016,06,17,15,135
20160617-18:00,Haze,25,0,0,,57,,999,0,0,32,0,0,2,,,,,0,2016,06,17,18,151
20160617-21:00,Haze,25,0,0,,57,,999,0,0,32,0,0,2,90,East,,,9.3,2016,06,17,21,113
20160618-00:00,Haze,25,0,0,,65,,1000,0,0,31,0,0,2,90,East,,,14.8,2016,06,18,00,155
20160618-03:00,Haze,25,0,0,,54,,1001,0,0,33,0,0,2,90,East,,,11.1,2016,06,18,03,152
20160618-06:00,Haze,25,0,0,,40,,1001,0,0,38,0,0,4,160,SSE,,,11.1,2016,06,18,06,126
20160618-09:00,Haze,25,0,0,,35,,999,0,0,39,0,0,2,90,East,,,9.3,2016,06,18,09,140
20160618-12:00,Haze,25,0,0,,36,,998,0,0,39,0,0,2,140,SE,,,7.4,2016,06,18,12,130
20160618-15:00,Haze,25,0,0,,47,,999,0,0,35,0,0,2,50,NE,,,7.4,2016,06,18,15,132
20160618-18:00,Haze,26,0,0,,59,,1001,0,0,33,0,0,2,140,SE,,,9.3,2016,06,18,18,124
20160618-21:00,Haze,26,0,0,,61,,1001,0,0,32,0,0,2,110,ESE,,,11.1,2016,06,18,21,135
20160619-00:00,Haze,25,0,0,,68,,1001,0,0,31,0,0,2,90,East,,,3.7,2016,06,19,00,122
20160619-03:00,Haze,25,0,0,,57,,1003,0,0,33,0,0,2,140,SE,,,25.9,2016,06,19,03,124
20160619-06:00,Haze,26,0,0,,43,,1002,0,0,37,0,0,2,140,SE,,,11.1,2016,06,19,06,131
20160619-09:00,Haze,26,0,0,,37,,1000,0,0,40,0,0,4,70,ENE,,,3.7,2016,06,19,09,124
20160619-12:00,Haze,25,0,0,,41,,999,0,0,37,0,0,4,90,East,,,9.3,2016,06,19,12,109
20160619-15:00,Haze,26,0,0,,52,,1000,0,0,35,0,0,2,90,East,,,11.1,2016,06,19,15,96
20160619-18:00,Haze,27,0,0,,60,,1000,0,0,33,0,0,2,90,East,,,5.6,2016,06,19,18,91
20160619-21:00,Haze,26,0,0,,62,,1000,0,0,32,0,0,2,110,ESE,,,5.6,2016,06,19,21,98
20160620-00:00,Mist,26,0,0,,67,,1000,0,0,31,0,0,2,90,East,,,3.7,2016,06,20,00,116
20160620-03:00,Haze,26,0,0,,54,,1001,0,0,34,0,0,2,140,SE,,,9.3,2016,06,20,03,99
20160620-06:00,Haze,26,0,0,,40,,1000,0,0,38,0,0,4,110,ESE,,,9.3,2016,06,20,06,119
20160620-09:00,Thunderstorms and Rain,26,0,0,,97,,1000,1,0,26,1,0,2,90,East,,,3.7,2016,06,20,09,136
20160620-12:00,Light Rain,26,0,0,,93,,999,1,0,27,0,0,2,110,ESE,,,5.6,2016,06,20,12,113
20160620-15:00,Haze,26,0,0,,86,,999,0,0,28,0,0,2,110,ESE,,,3.7,2016,06,20,15,75
20160620-18:00,Haze,26,0,0,,82,,1000,0,0,28,0,0,2,90,East,,,7.4,2016,06,20,18,73
20160620-21:00,Smoke,25,0,0,,82,,1000,0,0,28,0,0,1,110,ESE,,,3.7,2016,06,20,21,108
20160621-00:00,Smoke,25,0,0,,80,,1000,0,0,28,0,0,1,140,SE,,,3.7,2016,06,21,00,98
20160621-03:00,Haze,25,0,0,,70,,1000,0,0,30,0,0,2,110,ESE,,,7.4,2016,06,21,03,98
20160621-06:00,Haze,25,0,0,,48,,1000,0,0,35,0,0,2,140,SE,,,9.3,2016,06,21,06,101
20160621-09:00,Haze,26,0,0,,44,,998,0,0,37,0,0,2,140,SE,,,14.8,2016,06,21,09,89
20160621-12:00,Haze,25,0,0,,53,,998,0,0,33,0,0,2,90,East,,,7.4,2016,06,21,12,93
20160621-15:00,Mist,26,0,0,,74,,999,0,0,30,0,0,2,140,SE,,,11.1,2016,06,21,15,107
20160621-18:00,Mist,26,0,0,,73,,1001,0,0,30,0,0,2,140,SE,,,7.4,2016,06,21,18,84
20160621-21:00,Mist,25,0,0,,73,,1002,0,0,30,0,0,2,110,ESE,,,3.7,2016,06,21,21,102
20160622-00:00,Mist,25,0,0,,82,,1001,0,0,28,0,0,1,90,East,,,9.3,2016,06,22,00,114
20160622-03:00,Haze,26,0,0,,73,,1002,0,0,30,0,0,2,140,SE,,,13,2016,06,22,03,145
20160622-06:00,Haze,25,0,0,,48,,1002,0,0,35,0,0,2,110,ESE,,,9.3,2016,06,22,06,134
20160622-09:00,Haze,25,0,0,,41,,1000,0,0,37,0,0,4,90,East,,,14.8,2016,06,22,09,104
20160622-12:00,Haze,25,0,0,,43,,999,0,0,36,0,0,2,90,East,,,3.7,2016,06,22,12,90
20160622-15:00,Haze,26,0,0,,63,,1000,0,0,31,0,0,2,90,East,,,3.7,2016,06,22,15,89
20160622-18:00,Haze,26,0,0,,66,,1001,0,0,31,0,0,2,140,SE,,,7.4,2016,06,22,18,123
20160622-21:00,Smoke,26,0,0,,69,,1001,0,0,30,0,0,2,140,SE,,,5.6,2016,06,22,21,152
20160623-00:00,Smoke,25,0,0,,74,,1002,0,0,29,0,0,2,190,South,,,9.3,2016,06,23,00,133
20160623-03:00,Light Rain,22,0,0,,62,,1003,1,0,28,0,0,2,180,South,,,7.4,2016,06,23,03,115
20160623-06:00,Haze,24,0,0,,52,,1002,0,0,33,0,0,2,230,SW,,,5.6,2016,06,23,06,111
20160623-09:00,Haze,23,0,0,,34,,998,0,0,37,0,0,2,230,SW,,,3.7,2016,06,23,09,106
20160623-12:00,Haze,24,0,0,,37,,997,0,0,37,0,0,2,290,WNW,,,3.7,2016,06,23,12,108
20160623-15:00,Haze,25,0,0,,50,,997,0,0,34,0,0,2,230,SW,,,16.7,2016,06,23,15,100
20160623-18:00,Haze,24,0,0,,56,,999,0,0,32,0,0,2,,,,,0,2016,06,23,18,110
20160623-21:00,Haze,24,0,0,,59,,998,0,0,31,0,0,2,,,,,0,2016,06,23,21,122
20160624-00:00,Haze,24,0,0,,63,,998,0,0,30,0,0,2,,,,,0,2016,06,24,00,107
20160624-03:00,Haze,23,0,0,,48,,999,0,0,33,0,0,2,250,WSW,,,13,2016,06,24,03,148
20160624-06:00,Haze,25,0,0,,40,,999,0,0,37,0,0,2,250,WSW,,,13,2016,06,24,06,164
20160624-09:00,Haze,24,0,0,,31,,997,0,0,39,0,0,2,320,NW,,,3.7,2016,06,24,09,172
20160624-12:00,Haze,24,0,0,,32,,995,0,0,40,0,0,2,0,North,,,5.6,2016,06,24,12,163
